id,date,store,item,sales
89,31-03-2018,1,1,28.57912825
90,01-01-2018,2,1,33.00575025
91,02-01-2018,2,1,40.00428445
92,03-01-2018,2,1,38.09021101
93,04-01-2018,2,1,41.38712426
94,05-01-2018,2,1,44.84156536
95,06-01-2018,2,1,47.6908888
96,07-01-2018,2,1,51.90336585
97,08-01-2018,2,1,30.25634675
98,09-01-2018,2,1,35.93466554
99,10-01-2018,2,1,36.70765321
100,11-01-2018,2,1,38.94839613
101,12-01-2018,2,1,41.06798078
102,13-01-2018,2,1,44.21848208
103,14-01-2018,2,1,46.96022162
104,15-01-2018,2,1,30.49932618
105,16-01-2018,2,1,36.75417907
106,17-01-2018,2,1,37.35794716
107,18-01-2018,2,1,40.58464802
108,19-01-2018,2,1,42.51283274
109,20-01-2018,2,1,46.2309649
110,21-01-2018,2,1,47.81253122
111,22-01-2018,2,1,31.80066519
112,23-01-2018,2,1,38.67914825
113,24-01-2018,2,1,40.65282242
114,25-01-2018,2,1,43.55744136
115,26-01-2018,2,1,47.05451822
116,27-01-2018,2,1,51.73590407
117,28-01-2018,2,1,57.29986388
118,29-01-2018,2,1,23.32790734
119,30-01-2018,2,1,28.83464911
120,31-01-2018,2,1,29.18821043
121,01-02-2018,2,1,35.19722836
122,02-02-2018,2,1,36.62407701
123,03-02-2018,2,1,38.29663589
124,04-02-2018,2,1,39.38937459
125,05-02-2018,2,1,26.38450599
126,06-02-2018,2,1,32.63043283
127,07-02-2018,2,1,32.47018291
128,08-02-2018,2,1,33.83597978
129,09-02-2018,2,1,35.45485889
130,10-02-2018,2,1,37.389098
131,11-02-2018,2,1,38.73450291
132,12-02-2018,2,1,25.78095043
133,13-02-2018,2,1,31.73342055
134,14-02-2018,2,1,31.64101924
135,15-02-2018,2,1,33.20609498
136,16-02-2018,2,1,34.92838857
137,17-02-2018,2,1,36.97998425
138,18-02-2018,2,1,38.58752368
139,19-02-2018,2,1,25.46845662
140,20-02-2018,2,1,31.35265389
141,21-02-2018,2,1,31.31672831
142,22-02-2018,2,1,32.75791896
143,23-02-2018,2,1,34.41952849
144,24-02-2018,2,1,36.66796174
145,25-02-2018,2,1,38.14081181
146,26-02-2018,2,1,24.98734372
147,27-02-2018,2,1,30.80153
148,28-02-2018,2,1,30.63480618
149,01-03-2018,2,1,39.15522479
150,02-03-2018,2,1,40.94675186
151,03-03-2018,2,1,42.67531084
152,04-03-2018,2,1,43.32854408
153,05-03-2018,2,1,29.32408616
154,06-03-2018,2,1,35.82065621
155,07-03-2018,2,1,35.36836286
156,08-03-2018,2,1,36.50316209
157,09-03-2018,2,1,38.44590863
158,10-03-2018,2,1,40.15111371
159,11-03-2018,2,1,41.74284953
160,12-03-2018,2,1,28.35419522
161,13-03-2018,2,1,34.42707418
162,14-03-2018,2,1,34.31763627
163,15-03-2018,2,1,35.48581173
164,16-03-2018,2,1,37.33098693
165,17-03-2018,2,1,39.32910784
166,18-03-2018,2,1,41.10178494
167,19-03-2018,2,1,27.66375678
168,20-03-2018,2,1,33.79631733
169,21-03-2018,2,1,33.6580554
170,22-03-2018,2,1,34.64909222
171,23-03-2018,2,1,36.51256981
172,24-03-2018,2,1,38.78889858
173,25-03-2018,2,1,40.5268627
174,26-03-2018,2,1,26.99433272
175,27-03-2018,2,1,32.93945622
176,28-03-2018,2,1,32.86505939
177,29-03-2018,2,1,33.82001161
178,30-03-2018,2,1,35.79433223
179,31-03-2018,2,1,38.19843476
180,01-01-2018,3,1,20.12898787
181,02-01-2018,3,1,22.33359874
182,03-01-2018,3,1,21.94905015
183,04-01-2018,3,1,24.33336893
184,05-01-2018,3,1,26.58465479
185,06-01-2018,3,1,28.79765289
186,07-01-2018,3,1,29.9779933
187,08-01-2018,3,1,18.0223653
188,09-01-2018,3,1,21.6997052
189,10-01-2018,3,1,21.7896918
190,11-01-2018,3,1,23.12470963
191,12-01-2018,3,1,25.45279592
192,13-01-2018,3,1,26.10398789
193,14-01-2018,3,1,28.75426609
194,15-01-2018,3,1,16.71639742
195,16-01-2018,3,1,20.94070737
196,17-01-2018,3,1,21.33657021
197,18-01-2018,3,1,22.99582015
198,19-01-2018,3,1,25.1749329
199,20-01-2018,3,1,27.75839039
200,21-01-2018,3,1,28.64510297
201,22-01-2018,3,1,17.65407346
202,23-01-2018,3,1,20.90318052
203,24-01-2018,3,1,22.45998951
204,25-01-2018,3,1,23.95613523
205,26-01-2018,3,1,27.30739645
206,27-01-2018,3,1,27.36288148
207,28-01-2018,3,1,30.00877835
208,29-01-2018,3,1,17.81979913
209,30-01-2018,3,1,21.61878184
210,31-01-2018,3,1,22.00173818
211,01-02-2018,3,1,28.16942008
212,02-02-2018,3,1,29.85658919
213,03-02-2018,3,1,31.61551291
214,04-02-2018,3,1,32.84264926
215,05-02-2018,3,1,21.0867782
216,06-02-2018,3,1,25.85606116
217,07-02-2018,3,1,26.40940185
218,08-02-2018,3,1,27.74759652
219,09-02-2018,3,1,29.46618551
220,10-02-2018,3,1,31.31403142
221,11-02-2018,3,1,32.78691815
222,12-02-2018,3,1,20.72164921
223,13-02-2018,3,1,25.30083234
224,14-02-2018,3,1,25.63517557
225,15-02-2018,3,1,27.38069724
226,16-02-2018,3,1,29.3838022
227,17-02-2018,3,1,31.35271947
228,18-02-2018,3,1,32.89723816
229,19-02-2018,3,1,20.73410905
230,20-02-2018,3,1,25.32778096
231,21-02-2018,3,1,25.67362737
232,22-02-2018,3,1,27.18490428
233,23-02-2018,3,1,29.02648344
234,24-02-2018,3,1,31.0372684
235,25-02-2018,3,1,32.61228825
236,26-02-2018,3,1,20.43203073
237,27-02-2018,3,1,25.04158919
238,28-02-2018,3,1,25.39424123
239,01-03-2018,3,1,32.74205124
240,02-03-2018,3,1,34.51096921
241,03-03-2018,3,1,36.46391014
242,04-03-2018,3,1,37.24660377
243,05-03-2018,3,1,24.63035153
244,06-03-2018,3,1,29.92199416
245,07-03-2018,3,1,30.22494694
246,08-03-2018,3,1,31.36970397
247,09-03-2018,3,1,33.06874533
248,10-03-2018,3,1,34.77875586
249,11-03-2018,3,1,36.18022629
250,12-03-2018,3,1,24.1406957
251,13-03-2018,3,1,29.35863369
252,14-03-2018,3,1,29.38084724
253,15-03-2018,3,1,30.48101587
254,16-03-2018,3,1,32.35021696
255,17-03-2018,3,1,34.11818831
256,18-03-2018,3,1,35.5337192
257,19-03-2018,3,1,23.45190602
258,20-03-2018,3,1,28.57418913
259,21-03-2018,3,1,28.48157311
260,22-03-2018,3,1,29.68323322
261,23-03-2018,3,1,31.64246329
262,24-03-2018,3,1,33.52086298
263,25-03-2018,3,1,35.13124651
264,26-03-2018,3,1,22.97503345
265,27-03-2018,3,1,27.97694797
266,28-03-2018,3,1,28.15105712
267,29-03-2018,3,1,29.39702922
268,30-03-2018,3,1,31.18072165
269,31-03-2018,3,1,32.87655378
270,01-01-2018,4,1,11.91627841
271,02-01-2018,4,1,11.5580463
272,03-01-2018,4,1,11.65839265
273,04-01-2018,4,1,12.77745169
274,05-01-2018,4,1,13.84665419
275,06-01-2018,4,1,16.35745794
276,07-01-2018,4,1,16.73804568
277,08-01-2018,4,1,8.409955416
278,09-01-2018,4,1,10.23297664
279,10-01-2018,4,1,9.839465501
280,11-01-2018,4,1,11.59127381
281,12-01-2018,4,1,12.04963749
282,13-01-2018,4,1,14.49173434
283,14-01-2018,4,1,16.1090542
284,15-01-2018,4,1,8.26762377
285,16-01-2018,4,1,10.36848889
286,17-01-2018,4,1,10.59589224
287,18-01-2018,4,1,11.53211958
288,19-01-2018,4,1,12.84891048
289,20-01-2018,4,1,14.52461305
290,21-01-2018,4,1,16.15068293
291,22-01-2018,4,1,8.285378488
292,23-01-2018,4,1,10.275967
293,24-01-2018,4,1,11.41189426
294,25-01-2018,4,1,12.72764715
295,26-01-2018,4,1,14.54044529
296,27-01-2018,4,1,14.55143248
297,28-01-2018,4,1,15.44502263
298,29-01-2018,4,1,12.26784631
299,30-01-2018,4,1,14.71633849
300,31-01-2018,4,1,15.15798936
301,01-02-2018,4,1,23.13201286
302,02-02-2018,4,1,24.50915733
303,03-02-2018,4,1,26.46947445
304,04-02-2018,4,1,28.51329736
305,05-02-2018,4,1,16.07440368
306,06-02-2018,4,1,19.95088041
307,07-02-2018,4,1,20.26493366
308,08-02-2018,4,1,22.31119917
309,09-02-2018,4,1,23.96198622
310,10-02-2018,4,1,25.93176594
311,11-02-2018,4,1,28.27947396
312,12-02-2018,4,1,15.71154394
313,13-02-2018,4,1,19.37632926
314,14-02-2018,4,1,19.54324378
315,15-02-2018,4,1,22.06586037
316,16-02-2018,4,1,23.99436179
317,17-02-2018,4,1,26.08521288
318,18-02-2018,4,1,28.51005502
319,19-02-2018,4,1,15.78240925
320,20-02-2018,4,1,19.48922505
321,21-02-2018,4,1,19.66764275
322,22-02-2018,4,1,21.9785257
323,23-02-2018,4,1,23.72151962
324,24-02-2018,4,1,25.83499666
325,25-02-2018,4,1,28.2488736
326,26-02-2018,4,1,15.54554805
327,27-02-2018,4,1,19.30118709
328,28-02-2018,4,1,19.49967282
329,01-03-2018,4,1,28.00574636
330,02-03-2018,4,1,29.49444814
331,03-03-2018,4,1,31.45437174
332,04-03-2018,4,1,33.16331807
333,05-03-2018,4,1,20.72573771
334,06-03-2018,4,1,24.98964338
335,07-03-2018,4,1,25.01922601
336,08-03-2018,4,1,26.44086802
337,09-03-2018,4,1,27.98741807
338,10-03-2018,4,1,29.67063668
339,11-03-2018,4,1,31.97389843
340,12-03-2018,4,1,20.06876437
341,13-03-2018,4,1,24.1450863
342,14-03-2018,4,1,24.09813205
343,15-03-2018,4,1,25.54420973
344,16-03-2018,4,1,27.20332371
345,17-03-2018,4,1,29.02481425
346,18-03-2018,4,1,31.29035504
347,19-03-2018,4,1,19.45778672
348,20-03-2018,4,1,23.59319846
349,21-03-2018,4,1,23.38339853
350,22-03-2018,4,1,24.97705455
351,23-03-2018,4,1,26.80469201
352,24-03-2018,4,1,28.71741908
353,25-03-2018,4,1,31.12209851
354,26-03-2018,4,1,19.11063094
355,27-03-2018,4,1,23.2010156
356,28-03-2018,4,1,23.20002843
357,29-03-2018,4,1,24.79782168
358,30-03-2018,4,1,26.57077322
359,31-03-2018,4,1,28.43232511
360,01-01-2018,5,1,9.91918945
361,02-01-2018,5,1,10.01829222
362,03-01-2018,5,1,9.790595591
363,04-01-2018,5,1,10.55783415
364,05-01-2018,5,1,11.78380897
365,06-01-2018,5,1,13.1618847
366,07-01-2018,5,1,15.64821761
367,08-01-2018,5,1,6.631122129
368,09-01-2018,5,1,7.523890349
369,10-01-2018,5,1,8.261702353
370,11-01-2018,5,1,9.396119879
371,12-01-2018,5,1,11.46643724
372,13-01-2018,5,1,12.9015723
373,14-01-2018,5,1,15.04983782
374,15-01-2018,5,1,6.19337158
375,16-01-2018,5,1,7.308396833
376,17-01-2018,5,1,7.527794891
377,18-01-2018,5,1,9.227743063
378,19-01-2018,5,1,10.54856419
379,20-01-2018,5,1,13.16265352
380,21-01-2018,5,1,14.4279632
381,22-01-2018,5,1,6.333399994
382,23-01-2018,5,1,7.24493063
383,24-01-2018,5,1,8.121308365
384,25-01-2018,5,1,10.46512232
385,26-01-2018,5,1,13.02460763
386,27-01-2018,5,1,15.3871118
387,28-01-2018,5,1,15.97385607
388,29-01-2018,5,1,11.32003252
389,30-01-2018,5,1,13.75552844
390,31-01-2018,5,1,14.18323666
391,01-02-2018,5,1,21.8506446
392,02-02-2018,5,1,23.20542349
393,03-02-2018,5,1,25.18884361
394,04-02-2018,5,1,27.40222401
395,05-02-2018,5,1,15.04412514
396,06-02-2018,5,1,18.93132268
397,07-02-2018,5,1,19.23029476
398,08-02-2018,5,1,21.2808812
399,09-02-2018,5,1,22.90930267
400,10-02-2018,5,1,24.90218541
401,11-02-2018,5,1,27.35353929
402,12-02-2018,5,1,14.68314581
403,13-02-2018,5,1,18.36369805
404,14-02-2018,5,1,18.50860489
405,15-02-2018,5,1,21.0355424
406,16-02-2018,5,1,22.9360762
407,17-02-2018,5,1,25.0500303
408,18-02-2018,5,1,27.57851831
409,19-02-2018,5,1,14.74840908
410,20-02-2018,5,1,18.4709918
411,21-02-2018,5,1,18.62740181
412,22-02-2018,5,1,20.94260569
413,23-02-2018,5,1,22.66323403
414,24-02-2018,5,1,24.79981408
415,25-02-2018,5,1,27.31733689
416,26-02-2018,5,1,14.51154788
417,27-02-2018,5,1,18.28295384
418,28-02-2018,5,1,18.45943188
419,01-03-2018,5,1,27.02323846
420,02-03-2018,5,1,28.48957466
421,03-03-2018,5,1,30.46549513
422,04-03-2018,5,1,31.93508001
423,05-03-2018,5,1,19.6377076
424,06-03-2018,5,1,23.91233409
425,07-03-2018,5,1,23.93490059
426,08-03-2018,5,1,25.36086353
427,09-03-2018,5,1,26.885048
428,10-03-2018,5,1,28.58426348
429,11-03-2018,5,1,30.9911711
430,12-03-2018,5,1,18.96252475
431,13-03-2018,5,1,23.0546136
432,14-03-2018,5,1,22.9937167
433,15-03-2018,5,1,24.4441153
434,16-03-2018,5,1,26.07526166
435,17-03-2018,5,1,27.91881174
436,18-03-2018,5,1,30.2879984
437,19-03-2018,5,1,18.34594506
438,20-03-2018,5,1,22.49712371
439,21-03-2018,5,1,22.27338113
440,22-03-2018,5,1,23.87135809
441,23-03-2018,5,1,25.64457277
442,24-03-2018,5,1,27.57935938
443,25-03-2018,5,1,30.08768467
444,26-03-2018,5,1,17.96673208
445,27-03-2018,5,1,22.07288367
446,28-03-2018,5,1,22.05795384
447,29-03-2018,5,1,23.69212521
448,30-03-2018,5,1,25.42301741
449,31-03-2018,5,1,27.35518513
450,01-01-2018,6,1,34.24102771
451,02-01-2018,6,1,40.79427107
452,03-01-2018,6,1,40.95914683
453,04-01-2018,6,1,43.93583328
454,05-01-2018,6,1,46.05165753
455,06-01-2018,6,1,49.58992998
456,07-01-2018,6,1,53.92912023
457,08-01-2018,6,1,30.68664133
458,09-01-2018,6,1,37.37750461
459,10-01-2018,6,1,37.84900333
460,11-01-2018,6,1,39.06014291
461,12-01-2018,6,1,41.41570902
462,13-01-2018,6,1,44.37763609
463,14-01-2018,6,1,45.40558061
464,15-01-2018,6,1,29.60010295
465,16-01-2018,6,1,35.67320307
466,17-01-2018,6,1,36.80128058
467,18-01-2018,6,1,39.70631105
468,19-01-2018,6,1,41.53542318
469,20-01-2018,6,1,43.77164073
470,21-01-2018,6,1,45.73517524
471,22-01-2018,6,1,29.59692722
472,23-01-2018,6,1,35.84327148
473,24-01-2018,6,1,37.14054645
474,25-01-2018,6,1,41.60477618
475,26-01-2018,6,1,45.02606935
476,27-01-2018,6,1,47.53173678
477,28-01-2018,6,1,49.44888883
478,29-01-2018,6,1,22.84457221
479,30-01-2018,6,1,28.05732502
480,31-01-2018,6,1,28.48949261
481,01-02-2018,6,1,34.09471065
482,02-02-2018,6,1,35.80011949
483,03-02-2018,6,1,37.91127967
484,04-02-2018,6,1,38.6260708
485,05-02-2018,6,1,26.12556671
486,06-02-2018,6,1,31.308224
487,07-02-2018,6,1,31.56836072
488,08-02-2018,6,1,32.87595199
489,09-02-2018,6,1,34.75886251
490,10-02-2018,6,1,37.02771359
491,11-02-2018,6,1,38.04949049
492,12-02-2018,6,1,25.472875
493,13-02-2018,6,1,30.7373326
494,14-02-2018,6,1,30.95020635
495,15-02-2018,6,1,32.18231835
496,16-02-2018,6,1,34.19235781
497,17-02-2018,6,1,36.58228026
498,18-02-2018,6,1,37.68671253
499,19-02-2018,6,1,25.00679622
500,20-02-2018,6,1,30.2266528
501,21-02-2018,6,1,30.49600228
502,22-02-2018,6,1,31.70842849
503,23-02-2018,6,1,33.63365558
504,24-02-2018,6,1,36.02275409
505,25-02-2018,6,1,37.17197616
506,26-02-2018,6,1,24.45374086
507,27-02-2018,6,1,29.74239566
508,28-02-2018,6,1,30.09741949
509,01-03-2018,6,1,37.90926847
510,02-03-2018,6,1,40.08008335
511,03-03-2018,6,1,42.36720657
512,04-03-2018,6,1,43.185556
513,05-03-2018,6,1,29.05047502
514,06-03-2018,6,1,34.54107325
515,07-03-2018,6,1,34.62401931
516,08-03-2018,6,1,35.77845729
517,09-03-2018,6,1,38.36436376
518,10-03-2018,6,1,40.50744959
519,11-03-2018,6,1,41.81698152
520,12-03-2018,6,1,28.3585823
521,13-03-2018,6,1,33.77403151
522,14-03-2018,6,1,33.91422181
523,15-03-2018,6,1,34.82217802
524,16-03-2018,6,1,37.33422761
525,17-03-2018,6,1,39.64956402
526,18-03-2018,6,1,40.98505641
527,19-03-2018,6,1,27.57625153
528,20-03-2018,6,1,33.05138232
529,21-03-2018,6,1,33.18717174
530,22-03-2018,6,1,34.04566142
531,23-03-2018,6,1,36.546833
532,24-03-2018,6,1,38.9284659
533,25-03-2018,6,1,40.4520615
534,26-03-2018,6,1,27.00325063
535,27-03-2018,6,1,32.39760207
536,28-03-2018,6,1,32.77133362
537,29-03-2018,6,1,33.49194692
538,30-03-2018,6,1,35.77214144
539,31-03-2018,6,1,38.20884031
540,01-01-2018,7,1,32.63486823
541,02-01-2018,7,1,37.59705424
542,03-01-2018,7,1,38.59360628
543,04-01-2018,7,1,43.34692738
544,05-01-2018,7,1,44.02436793
545,06-01-2018,7,1,47.09320476
546,07-01-2018,7,1,48.68907453
547,08-01-2018,7,1,29.17578225
548,09-01-2018,7,1,33.92243728
549,10-01-2018,7,1,34.91882845
550,11-01-2018,7,1,38.31827549
551,12-01-2018,7,1,39.00276836
552,13-01-2018,7,1,42.39437416
553,14-01-2018,7,1,43.70585856
554,15-01-2018,7,1,29.39625899
555,16-01-2018,7,1,36.06652649
556,17-01-2018,7,1,36.64168983
557,18-01-2018,7,1,39.05272773
558,19-01-2018,7,1,40.93522661
559,20-01-2018,7,1,44.20506658
560,21-01-2018,7,1,45.88144981
561,22-01-2018,7,1,29.89494393
562,23-01-2018,7,1,37.07544419
563,24-01-2018,7,1,37.78518926
564,25-01-2018,7,1,40.36520757
565,26-01-2018,7,1,46.45438485
566,27-01-2018,7,1,49.57943901
567,28-01-2018,7,1,49.49314912
568,29-01-2018,7,1,21.66974129
569,30-01-2018,7,1,27.04699993
570,31-01-2018,7,1,27.40469096
571,01-02-2018,7,1,32.93538178
572,02-02-2018,7,1,34.64089197
573,03-02-2018,7,1,36.70170119
574,04-02-2018,7,1,37.71381241
575,05-02-2018,7,1,24.72038831
576,06-02-2018,7,1,30.40176138
577,07-02-2018,7,1,30.55182858
578,08-02-2018,7,1,31.8369779
579,09-02-2018,7,1,33.63227862
580,10-02-2018,7,1,35.7127044
581,11-02-2018,7,1,37.18092019
582,12-02-2018,7,1,24.01824605
583,13-02-2018,7,1,29.77758409
584,14-02-2018,7,1,29.82550031
585,15-02-2018,7,1,31.27835648
586,16-02-2018,7,1,33.20078614
587,17-02-2018,7,1,35.39856849
588,18-02-2018,7,1,37.12891881
589,19-02-2018,7,1,23.75760418
590,20-02-2018,7,1,29.47234121
591,21-02-2018,7,1,29.57673316
592,22-02-2018,7,1,30.76613312
593,23-02-2018,7,1,32.62337314
594,24-02-2018,7,1,35.05622369
595,25-02-2018,7,1,36.65188465
596,26-02-2018,7,1,23.2213045
597,27-02-2018,7,1,28.76877742
598,28-02-2018,7,1,28.87997499
599,01-03-2018,7,1,37.07675628
600,02-03-2018,7,1,38.83209197
601,03-03-2018,7,1,40.99337792
602,04-03-2018,7,1,42.0585688
603,05-03-2018,7,1,27.88626307
604,06-03-2018,7,1,33.88433668
605,07-03-2018,7,1,33.73894732
606,08-03-2018,7,1,34.8574773
607,09-03-2018,7,1,37.05766756
608,10-03-2018,7,1,38.97583504
609,11-03-2018,7,1,40.53303843
610,12-03-2018,7,1,27.10160435
611,13-03-2018,7,1,33.25645911
612,14-03-2018,7,1,33.00183696
613,15-03-2018,7,1,34.04803034
614,16-03-2018,7,1,36.27803053
615,17-03-2018,7,1,38.11412111
616,18-03-2018,7,1,39.82482994
617,19-03-2018,7,1,26.64310671
618,20-03-2018,7,1,32.6187167
619,21-03-2018,7,1,32.35544995
620,22-03-2018,7,1,33.13536184
621,23-03-2018,7,1,35.35179769
622,24-03-2018,7,1,37.33368515
623,25-03-2018,7,1,39.1290806
624,26-03-2018,7,1,26.08694254
625,27-03-2018,7,1,31.7347001
626,28-03-2018,7,1,31.65690667
627,29-03-2018,7,1,32.57473059
628,30-03-2018,7,1,34.73511574
629,31-03-2018,7,1,36.68754866
630,01-01-2018,8,1,43.43785251
631,02-01-2018,8,1,52.11440057
632,03-01-2018,8,1,53.85037486
633,04-01-2018,8,1,56.02739143
634,05-01-2018,8,1,60.13497866
635,06-01-2018,8,1,66.79828284
636,07-01-2018,8,1,67.68885529
637,08-01-2018,8,1,37.39255294
638,09-01-2018,8,1,44.21992618
639,10-01-2018,8,1,44.49487297
640,11-01-2018,8,1,47.66145963
641,12-01-2018,8,1,51.61241229
642,13-01-2018,8,1,53.86705257
643,14-01-2018,8,1,56.64162968
644,15-01-2018,8,1,36.37734449
645,16-01-2018,8,1,44.80090786
646,17-01-2018,8,1,45.2831374
647,18-01-2018,8,1,49.98606403
648,19-01-2018,8,1,52.69651903
649,20-01-2018,8,1,54.33618395
650,21-01-2018,8,1,56.18706828
651,22-01-2018,8,1,35.75809805
652,23-01-2018,8,1,43.85082946
653,24-01-2018,8,1,44.908604
654,25-01-2018,8,1,48.12580685
655,26-01-2018,8,1,53.1470744
656,27-01-2018,8,1,59.31950373
657,28-01-2018,8,1,58.44063281
658,29-01-2018,8,1,29.50099741
659,30-01-2018,8,1,38.50167601
660,31-01-2018,8,1,38.69957006
661,01-02-2018,8,1,42.20877568
662,02-02-2018,8,1,44.37413703
663,03-02-2018,8,1,47.16428085
664,04-02-2018,8,1,45.49508662
665,05-02-2018,8,1,31.5933497
666,06-02-2018,8,1,41.17896898
667,07-02-2018,8,1,41.21997282
668,08-02-2018,8,1,41.6591478
669,09-02-2018,8,1,43.81003305
670,10-02-2018,8,1,46.55097755
671,11-02-2018,8,1,45.09398287
672,12-02-2018,8,1,31.11557752
673,13-02-2018,8,1,40.53018015
674,14-02-2018,8,1,40.44461759
675,15-02-2018,8,1,41.03552061
676,16-02-2018,8,1,43.33609283
677,17-02-2018,8,1,46.17127246
678,18-02-2018,8,1,44.82267607
679,19-02-2018,8,1,30.66702856
680,20-02-2018,8,1,39.99970117
681,21-02-2018,8,1,39.97061435
682,22-02-2018,8,1,40.56894505
683,23-02-2018,8,1,42.73638232
684,24-02-2018,8,1,45.51778793
685,25-02-2018,8,1,44.13917339
686,26-02-2018,8,1,29.95306758
687,27-02-2018,8,1,39.09453004
688,28-02-2018,8,1,39.04915431
689,01-03-2018,8,1,47.00326758
690,02-03-2018,8,1,50.17142013
691,03-03-2018,8,1,52.31595529
692,04-03-2018,8,1,51.32961742
693,05-03-2018,8,1,35.57271287
694,06-03-2018,8,1,45.23823292
695,07-03-2018,8,1,45.48630857
696,08-03-2018,8,1,45.48449747
697,09-03-2018,8,1,48.78307668
698,10-03-2018,8,1,51.03664962
699,11-03-2018,8,1,50.3798179
700,12-03-2018,8,1,34.94144143
701,13-03-2018,8,1,44.49812511
702,14-03-2018,8,1,44.47710978
703,15-03-2018,8,1,44.1823313
704,16-03-2018,8,1,47.57068744
705,17-03-2018,8,1,49.94620857
706,18-03-2018,8,1,49.2103054
707,19-03-2018,8,1,34.04971369
708,20-03-2018,8,1,43.53275637
709,21-03-2018,8,1,43.49903395
710,22-03-2018,8,1,43.46850437
711,23-03-2018,8,1,46.73534696
712,24-03-2018,8,1,49.2957277
713,25-03-2018,8,1,48.72284254
714,26-03-2018,8,1,33.3032951
715,27-03-2018,8,1,42.71305633
716,28-03-2018,8,1,42.7727808
717,29-03-2018,8,1,42.49607781
718,30-03-2018,8,1,45.8694142
719,31-03-2018,8,1,48.22813054
720,01-01-2018,9,1,27.95064479
721,02-01-2018,9,1,32.8034152
722,03-01-2018,9,1,33.54517124
723,04-01-2018,9,1,35.64921327
724,05-01-2018,9,1,39.01568283
725,06-01-2018,9,1,41.41995723
726,07-01-2018,9,1,46.17676764
727,08-01-2018,9,1,25.51909012
728,09-01-2018,9,1,30.27827848
729,10-01-2018,9,1,29.91760945
730,11-01-2018,9,1,32.18607431
731,12-01-2018,9,1,33.4707877
732,13-01-2018,9,1,36.32990671
733,14-01-2018,9,1,37.61337484
734,15-01-2018,9,1,25.26488948
735,16-01-2018,9,1,29.91203921
